Source Name	Comment[update information]	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism]	Characteristics[specimen with known storage state]	Characteristics[cell line]	Characteristics[cell type]	Protocol REF	Protocol REF	Protocol REF	Extract Name	Material Type	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_SELECTION]	Comment[ORIENTATION]	Comment[NOMINAL_LENGTH]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	FactorValue[growth condition]
a2i_3_4	  	ERS1032099	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_4	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_4_	sequencing assay	ERX1283526	Teichmann_a2i_3_4_2.fastq.gz	Teichmann_a2i_3_4_2.fastq.gz	ERR1211275	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211275/ERR1211275_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_40	  	ERS1032135	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_40	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_40_	sequencing assay	ERX1283562	Teichmann_a2i_3_40_1.fastq.gz	Teichmann_a2i_3_40_1.fastq.gz	ERR1211311	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211311/ERR1211311_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_40	  	ERS1032135	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_40	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_40_	sequencing assay	ERX1283562	Teichmann_a2i_3_40_2.fastq.gz	Teichmann_a2i_3_40_2.fastq.gz	ERR1211311	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211311/ERR1211311_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_41	  	ERS1032136	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_41	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_41_	sequencing assay	ERX1283563	Teichmann_a2i_3_41_1.fastq.gz	Teichmann_a2i_3_41_1.fastq.gz	ERR1211312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211312/ERR1211312_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_41	  	ERS1032136	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_41	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_41_	sequencing assay	ERX1283563	Teichmann_a2i_3_41_2.fastq.gz	Teichmann_a2i_3_41_2.fastq.gz	ERR1211312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211312/ERR1211312_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_42	  	ERS1032137	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_42	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_42_	sequencing assay	ERX1283564	Teichmann_a2i_3_42_1.fastq.gz	Teichmann_a2i_3_42_1.fastq.gz	ERR1211313	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211313/ERR1211313_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_42	  	ERS1032137	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_42	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_42_	sequencing assay	ERX1283564	Teichmann_a2i_3_42_2.fastq.gz	Teichmann_a2i_3_42_2.fastq.gz	ERR1211313	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211313/ERR1211313_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_43	  	ERS1032138	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_43	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_43_	sequencing assay	ERX1283565	Teichmann_a2i_3_43_1.fastq.gz	Teichmann_a2i_3_43_1.fastq.gz	ERR1211314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211314/ERR1211314_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_43	  	ERS1032138	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_43	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_43_	sequencing assay	ERX1283565	Teichmann_a2i_3_43_2.fastq.gz	Teichmann_a2i_3_43_2.fastq.gz	ERR1211314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211314/ERR1211314_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_44	  	ERS1032139	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_44	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_44_	sequencing assay	ERX1283566	Teichmann_a2i_3_44_1.fastq.gz	Teichmann_a2i_3_44_1.fastq.gz	ERR1211315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211315/ERR1211315_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_44	  	ERS1032139	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_44	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_44_	sequencing assay	ERX1283566	Teichmann_a2i_3_44_2.fastq.gz	Teichmann_a2i_3_44_2.fastq.gz	ERR1211315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211315/ERR1211315_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_45	  	ERS1032140	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_45	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_45_	sequencing assay	ERX1283567	Teichmann_a2i_3_45_1.fastq.gz	Teichmann_a2i_3_45_1.fastq.gz	ERR1211316	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211316/ERR1211316_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_45	  	ERS1032140	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_45	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_45_	sequencing assay	ERX1283567	Teichmann_a2i_3_45_2.fastq.gz	Teichmann_a2i_3_45_2.fastq.gz	ERR1211316	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211316/ERR1211316_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_46	  	ERS1032141	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_46	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_46_	sequencing assay	ERX1283568	Teichmann_a2i_3_46_1.fastq.gz	Teichmann_a2i_3_46_1.fastq.gz	ERR1211317	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211317/ERR1211317_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_46	  	ERS1032141	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_46	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_46_	sequencing assay	ERX1283568	Teichmann_a2i_3_46_2.fastq.gz	Teichmann_a2i_3_46_2.fastq.gz	ERR1211317	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211317/ERR1211317_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_47	  	ERS1032142	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_47	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_47_	sequencing assay	ERX1283569	Teichmann_a2i_3_47_1.fastq.gz	Teichmann_a2i_3_47_1.fastq.gz	ERR1211318	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211318/ERR1211318_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_47	  	ERS1032142	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_47	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_47_	sequencing assay	ERX1283569	Teichmann_a2i_3_47_2.fastq.gz	Teichmann_a2i_3_47_2.fastq.gz	ERR1211318	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211318/ERR1211318_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_48	  	ERS1032143	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_48	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_48_	sequencing assay	ERX1283570	Teichmann_a2i_3_48_1.fastq.gz	Teichmann_a2i_3_48_1.fastq.gz	ERR1211319	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211319/ERR1211319_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_48	  	ERS1032143	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_48	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_48_	sequencing assay	ERX1283570	Teichmann_a2i_3_48_2.fastq.gz	Teichmann_a2i_3_48_2.fastq.gz	ERR1211319	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211319/ERR1211319_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_49	  	ERS1032144	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_49	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_49_	sequencing assay	ERX1283571	Teichmann_a2i_3_49_1.fastq.gz	Teichmann_a2i_3_49_1.fastq.gz	ERR1211320	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211320/ERR1211320_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_49	  	ERS1032144	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_49	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_49_	sequencing assay	ERX1283571	Teichmann_a2i_3_49_2.fastq.gz	Teichmann_a2i_3_49_2.fastq.gz	ERR1211320	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211320/ERR1211320_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_5	  	ERS1032100	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_5	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_5_	sequencing assay	ERX1283527	Teichmann_a2i_3_5_1.fastq.gz	Teichmann_a2i_3_5_1.fastq.gz	ERR1211276	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211276/ERR1211276_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_5	  	ERS1032100	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_5	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_5_	sequencing assay	ERX1283527	Teichmann_a2i_3_5_2.fastq.gz	Teichmann_a2i_3_5_2.fastq.gz	ERR1211276	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211276/ERR1211276_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_50	  	ERS1032145	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_50	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_50_	sequencing assay	ERX1283572	Teichmann_a2i_3_50_1.fastq.gz	Teichmann_a2i_3_50_1.fastq.gz	ERR1211321	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211321/ERR1211321_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_50	  	ERS1032145	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_50	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_50_	sequencing assay	ERX1283572	Teichmann_a2i_3_50_2.fastq.gz	Teichmann_a2i_3_50_2.fastq.gz	ERR1211321	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/001/ERR1211321/ERR1211321_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_51	  	ERS1032146	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_51	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_51_	sequencing assay	ERX1283573	Teichmann_a2i_3_51_1.fastq.gz	Teichmann_a2i_3_51_1.fastq.gz	ERR1211322	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211322/ERR1211322_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_51	  	ERS1032146	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_51	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_51_	sequencing assay	ERX1283573	Teichmann_a2i_3_51_2.fastq.gz	Teichmann_a2i_3_51_2.fastq.gz	ERR1211322	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/002/ERR1211322/ERR1211322_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_52	  	ERS1032147	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_52	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_52_	sequencing assay	ERX1283574	Teichmann_a2i_3_52_1.fastq.gz	Teichmann_a2i_3_52_1.fastq.gz	ERR1211323	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211323/ERR1211323_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_52	  	ERS1032147	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_52	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_52_	sequencing assay	ERX1283574	Teichmann_a2i_3_52_2.fastq.gz	Teichmann_a2i_3_52_2.fastq.gz	ERR1211323	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/003/ERR1211323/ERR1211323_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_53	  	ERS1032148	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_53	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_53_	sequencing assay	ERX1283575	Teichmann_a2i_3_53_1.fastq.gz	Teichmann_a2i_3_53_1.fastq.gz	ERR1211324	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211324/ERR1211324_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_53	  	ERS1032148	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_53	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_53_	sequencing assay	ERX1283575	Teichmann_a2i_3_53_2.fastq.gz	Teichmann_a2i_3_53_2.fastq.gz	ERR1211324	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/004/ERR1211324/ERR1211324_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_54	  	ERS1032149	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_54	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_54_	sequencing assay	ERX1283576	Teichmann_a2i_3_54_1.fastq.gz	Teichmann_a2i_3_54_1.fastq.gz	ERR1211325	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211325/ERR1211325_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_54	  	ERS1032149	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_54	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_54_	sequencing assay	ERX1283576	Teichmann_a2i_3_54_2.fastq.gz	Teichmann_a2i_3_54_2.fastq.gz	ERR1211325	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/005/ERR1211325/ERR1211325_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_55	  	ERS1032150	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_55	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_55_	sequencing assay	ERX1283577	Teichmann_a2i_3_55_1.fastq.gz	Teichmann_a2i_3_55_1.fastq.gz	ERR1211326	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211326/ERR1211326_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_55	  	ERS1032150	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_55	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_55_	sequencing assay	ERX1283577	Teichmann_a2i_3_55_2.fastq.gz	Teichmann_a2i_3_55_2.fastq.gz	ERR1211326	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/006/ERR1211326/ERR1211326_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_56	  	ERS1032151	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_56	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_56_	sequencing assay	ERX1283578	Teichmann_a2i_3_56_1.fastq.gz	Teichmann_a2i_3_56_1.fastq.gz	ERR1211327	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211327/ERR1211327_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_56	  	ERS1032151	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_56	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_56_	sequencing assay	ERX1283578	Teichmann_a2i_3_56_2.fastq.gz	Teichmann_a2i_3_56_2.fastq.gz	ERR1211327	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/007/ERR1211327/ERR1211327_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_57	  	ERS1032152	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_57	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_57_	sequencing assay	ERX1283579	Teichmann_a2i_3_57_1.fastq.gz	Teichmann_a2i_3_57_1.fastq.gz	ERR1211328	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211328/ERR1211328_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_57	  	ERS1032152	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_57	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_57_	sequencing assay	ERX1283579	Teichmann_a2i_3_57_2.fastq.gz	Teichmann_a2i_3_57_2.fastq.gz	ERR1211328	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/008/ERR1211328/ERR1211328_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_58	  	ERS1032153	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_58	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_58_	sequencing assay	ERX1283580	Teichmann_a2i_3_58_1.fastq.gz	Teichmann_a2i_3_58_1.fastq.gz	ERR1211329	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211329/ERR1211329_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_58	  	ERS1032153	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_58	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_58_	sequencing assay	ERX1283580	Teichmann_a2i_3_58_2.fastq.gz	Teichmann_a2i_3_58_2.fastq.gz	ERR1211329	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/009/ERR1211329/ERR1211329_2.fastq.gz	200	101	100	101	alternative 2i media + LIF
a2i_3_59	  	ERS1032154	single cell	Mus musculus	fresh specimen	G4	embryonic stem cell	P-MTAB-39477	P-MTAB-39478	P-MTAB-39479	a2i_3_59	polyA RNA	PAIRED	TRANSCRIPTOMIC	RNA-Seq	cDNA	'5''-3''-3''-5'''	200	P-MTAB-39480	SANGER	Teichmann_a2i_3_59_	sequencing assay	ERX1283581	Teichmann_a2i_3_59_1.fastq.gz	Teichmann_a2i_3_59_1.fastq.gz	ERR1211330	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR121/000/ERR1211330/ERR1211330_1.fastq.gz	200	101	100	101	alternative 2i media + LIF
